,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NBA 2K League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Season 1 Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Season Totals,,,,,,,,,,,,,,,,,,,,,,,,,,Per Game Stats,,,,,,,,,,,,,,,,,,,,,,,
,,Team,Gamertag,Event,GP,PTS,AST,TO,AST/TO,STL,BLK,REB,OREB,DREB,FGA,FGM,FG%,eFG%,2FGA,2FGM,2FG%,3FGA,3FGM,3FG%,FTA,FTM,FT%,PF TKN,PF,,PPG,APG,TO PG,AST/TO,STL PG,BLK PG,RPG,OREB PG,DREB PG,FGA PG,FGM PG,FG%,eFG%,2FGA PG,2FGM PG,2FG%,3FGA PG,3FGM PG,3FG%,FTA PG,FTM PG,FT%,PF TKN PG,PF PG
,,Blazers Gaming,DatBoyShotz,Mid-Season Tournament 2,1 ,6 ,1 ,2 ,0.5 ,1 ,1 ,2 ,– ,2 ,7 ,3 ,43% ,43% ,6 ,3 ,50% ,1 ,– ,– ,– ,– ,-,– ,– ,,6.0 ,1.0 ,2.0 ,0.5 ,1.0 ,1.0 ,2.0 ,– ,2.0 ,7.0 ,3.0 ,43% ,43% ,6.0 ,3.0 ,50% ,1.0 ,– ,– ,– ,– ,-,– ,– 
,,Blazers Gaming,DatBoyShotz,Mid-Season Tournament 1,4 ,97 ,12 ,6 ,2.0 ,6 ,6 ,30 ,13 ,17 ,57 ,40 ,70% ,70% ,57 ,40 ,70% ,– ,– ,-,17 ,17 ,100% ,10 ,9 ,,24.3 ,3.0 ,1.5 ,2.0 ,1.5 ,1.5 ,7.5 ,3.3 ,4.3 ,14.3 ,10.0 ,70% ,70% ,14.3 ,10.0 ,70% ,– ,– ,-,4.3 ,4.3 ,100% ,2.5 ,2.3 
,,Mavs Gaming,Dayfri,Tip Off,5 ,114 ,11 ,9 ,1.2 ,11 ,– ,38 ,9 ,29 ,75 ,53 ,71% ,71% ,75 ,53 ,71% ,– ,– ,-,8 ,8 ,100% ,7 ,8 ,,22.8 ,2.2 ,1.8 ,1.2 ,2.2 ,– ,7.6 ,1.8 ,5.8 ,15.0 ,10.6 ,71% ,71% ,15.0 ,10.6 ,71% ,– ,– ,-,1.6 ,1.6 ,100% ,1.4 ,1.6 
,,Mavs Gaming,Dayfri,Regular Season,14 ,261 ,50 ,19 ,2.6 ,24 ,15 ,98 ,36 ,62 ,188 ,115 ,61% ,63% ,172 ,108 ,63% ,16 ,7 ,44% ,30 ,24 ,80% ,31 ,33 ,,18.6 ,3.6 ,1.4 ,2.6 ,1.7 ,1.1 ,7.0 ,2.6 ,4.4 ,13.4 ,8.2 ,61% ,63% ,12.3 ,7.7 ,63% ,1.1 ,0.5 ,44% ,2.1 ,1.7 ,80% ,2.2 ,2.4 
,,Mavs Gaming,Dayfri,Mid-Season Tournament 2,2 ,26 ,4 ,1 ,4.0 ,2 ,– ,1 ,1 ,– ,15 ,10 ,67% ,87% ,6 ,4 ,67% ,9 ,6 ,67% ,– ,– ,-,– ,3 ,,13.0 ,2.0 ,0.5 ,4.0 ,1.0 ,– ,0.5 ,0.5 ,– ,7.5 ,5.0 ,67% ,87% ,3.0 ,2.0 ,67% ,4.5 ,3.0 ,67% ,– ,– ,-,– ,1.5 
,,Mavs Gaming,Dayfri,Mid-Season Tournament 1,2 ,39 ,5 ,9 ,0.6 ,6 ,1 ,23 ,6 ,17 ,23 ,18 ,78% ,78% ,23 ,18 ,78% ,– ,– ,-,3 ,3 ,100% ,5 ,2 ,,19.5 ,2.5 ,4.5 ,0.6 ,3.0 ,0.5 ,11.5 ,3.0 ,8.5 ,11.5 ,9.0 ,78% ,78% ,11.5 ,9.0 ,78% ,– ,– ,-,1.5 ,1.5 ,100% ,2.5 ,1.0 
,,Grizz Gaming,DDouble2K,Tip Off,3 ,21 ,4 ,5 ,0.8 ,– ,1 ,3 ,– ,3 ,15 ,9 ,60% ,70% ,7 ,6 ,86% ,8 ,3 ,38% ,– ,– ,-,2 ,2 ,,7.0 ,1.3 ,1.7 ,0.8 ,– ,0.3 ,1.0 ,– ,1.0 ,5.0 ,3.0 ,60% ,70% ,2.3 ,2.0 ,86% ,2.7 ,1.0 ,38% ,– ,– ,-,0.7 ,0.7 
,,Grizz Gaming,DDouble2K,Regular Season,10 ,101 ,17 ,15 ,1.1 ,3 ,8 ,49 ,14 ,35 ,86 ,42 ,49% ,52% ,67 ,37 ,55% ,19 ,5 ,26% ,12 ,12 ,100% ,11 ,15 ,,10.1 ,1.7 ,1.5 ,1.1 ,0.3 ,0.8 ,4.9 ,1.4 ,3.5 ,8.6 ,4.2 ,49% ,52% ,6.7 ,3.7 ,55% ,1.9 ,0.5 ,26% ,1.2 ,1.2 ,100% ,1.1 ,1.5 
,,Grizz Gaming,DDouble2K,Mid-Season Tournament 2,1 ,23 ,1 ,1 ,1.0 ,– ,– ,9 ,4 ,5 ,15 ,11 ,73% ,73% ,15 ,11 ,73% ,– ,– ,-,2 ,1 ,50% ,1 ,1 ,,23.0 ,1.0 ,1.0 ,1.0 ,– ,– ,9.0 ,4.0 ,5.0 ,15.0 ,11.0 ,73% ,73% ,15.0 ,11.0 ,73% ,– ,– ,-,2.0 ,1.0 ,50% ,1.0 ,1.0 
,,Grizz Gaming,DDouble2K,Mid-Season Tournament 1,1 ,24 ,– ,4 ,– ,1 ,– ,10 ,2 ,8 ,14 ,10 ,71% ,71% ,14 ,10 ,71% ,– ,– ,-,4 ,4 ,100% ,4 ,1 ,,24.0 ,– ,4.0 ,– ,1.0 ,– ,10.0 ,2.0 ,8.0 ,14.0 ,10.0 ,71% ,71% ,14.0 ,10.0 ,71% ,– ,– ,-,4.0 ,4.0 ,100% ,4.0 ,1.0 
,,Jazz Gaming,Deedz,Tip Off,4 ,51 ,8 ,7 ,1.1 ,4 ,3 ,17 ,2 ,15 ,32 ,19 ,59% ,70% ,17 ,12 ,71% ,15 ,7 ,47% ,6 ,6 ,100% ,7 ,13 ,,12.8 ,2.0 ,1.8 ,1.1 ,1.0 ,0.8 ,4.3 ,0.5 ,3.8 ,8.0 ,4.8 ,59% ,70% ,4.3 ,3.0 ,71% ,3.8 ,1.8 ,47% ,1.5 ,1.5 ,100% ,1.8 ,3.3 
,,Jazz Gaming,Deedz,Regular Season,14 ,151 ,37 ,15 ,2.5 ,21 ,9 ,95 ,36 ,59 ,115 ,62 ,54% ,58% ,86 ,52 ,61% ,29 ,10 ,35% ,18 ,17 ,94% ,18 ,28 ,,10.8 ,2.6 ,1.1 ,2.5 ,1.5 ,0.6 ,6.8 ,2.6 ,4.2 ,8.2 ,4.4 ,54% ,58% ,6.1 ,3.7 ,61% ,2.1 ,0.7 ,35% ,1.3 ,1.2 ,94% ,1.3 ,2.0 
,,Jazz Gaming,Deedz,Mid-Season Tournament 2,1 ,4 ,5 ,– ,– ,– ,– ,1 ,1 ,– ,5 ,2 ,40% ,40% ,4 ,2 ,50% ,1 ,– ,– ,– ,– ,-,3 ,5 ,,4.0 ,5.0 ,– ,– ,– ,– ,1.0 ,1.0 ,– ,5.0 ,2.0 ,40% ,40% ,4.0 ,2.0 ,50% ,1.0 ,– ,– ,– ,– ,-,3.0 ,5.0 
,,Jazz Gaming,Deedz,Mid-Season Tournament 1,1 ,3 ,2 ,5 ,0.4 ,– ,4 ,10 ,– ,10 ,5 ,1 ,20% ,30% ,2 ,– ,– ,3 ,1 ,33% ,– ,– ,-,1 ,2 ,,3.0 ,2.0 ,5.0 ,0.4 ,– ,4.0 ,10.0 ,– ,10.0 ,5.0 ,1.0 ,20% ,30% ,2.0 ,– ,– ,3.0 ,1.0 ,33% ,– ,– ,-,1.0 ,2.0 
,,Wizards District Gaming,DemonJT,Tip Off,3 ,51 ,21 ,15 ,1.4 ,6 ,– ,2 ,– ,2 ,40 ,21 ,53% ,63% ,18 ,13 ,72% ,22 ,8 ,36% ,1 ,1 ,100% ,7 ,10 ,,17.0 ,7.0 ,5.0 ,1.4 ,2.0 ,– ,0.7 ,– ,0.7 ,13.3 ,7.0 ,53% ,63% ,6.0 ,4.3 ,72% ,7.3 ,2.7 ,36% ,0.3 ,0.3 ,100% ,2.3 ,3.3 
,,Wizards District Gaming,DemonJT,Regular Season,14 ,179 ,69 ,26 ,2.7 ,12 ,1 ,15 ,4 ,11 ,145 ,75 ,52% ,59% ,96 ,54 ,56% ,49 ,21 ,43% ,8 ,8 ,100% ,20 ,25 ,,12.8 ,4.9 ,1.9 ,2.7 ,0.9 ,0.1 ,1.1 ,0.3 ,0.8 ,10.4 ,5.4 ,52% ,59% ,6.9 ,3.9 ,56% ,3.5 ,1.5 ,43% ,0.6 ,0.6 ,100% ,1.4 ,1.8 
,,Wizards District Gaming,DemonJT,Playoffs,1 ,23 ,4 ,1 ,4.0 ,1 ,– ,2 ,– ,2 ,14 ,9 ,64% ,79% ,7 ,5 ,71% ,7 ,4 ,57% ,2 ,1 ,50% ,3 ,1 ,,23.0 ,4.0 ,1.0 ,4.0 ,1.0 ,– ,2.0 ,– ,2.0 ,14.0 ,9.0 ,64% ,79% ,7.0 ,5.0 ,71% ,7.0 ,4.0 ,57% ,2.0 ,1.0 ,50% ,3.0 ,1.0 
,,Wizards District Gaming,DemonJT,Mid-Season Tournament 2,2 ,15 ,6 ,3 ,2.0 ,2 ,– ,1 ,– ,1 ,12 ,6 ,50% ,63% ,5 ,3 ,60% ,7 ,3 ,43% ,– ,– ,-,1 ,4 ,,7.5 ,3.0 ,1.5 ,2.0 ,1.0 ,– ,0.5 ,– ,0.5 ,6.0 ,3.0 ,50% ,63% ,2.5 ,1.5 ,60% ,3.5 ,1.5 ,43% ,– ,– ,-,0.5 ,2.0 
,,Wizards District Gaming,DemonJT,Mid-Season Tournament 1,2 ,25 ,10 ,7 ,1.4 ,1 ,– ,1 ,– ,1 ,20 ,9 ,45% ,50% ,11 ,7 ,64% ,9 ,2 ,22% ,5 ,5 ,100% ,6 ,1 ,,12.5 ,5.0 ,3.5 ,1.4 ,0.5 ,– ,0.5 ,– ,0.5 ,10.0 ,4.5 ,45% ,50% ,5.5 ,3.5 ,64% ,4.5 ,1.0 ,22% ,2.5 ,2.5 ,100% ,3.0 ,0.5 
,,Raptors Uprising GC,Detoxys,Tip Off,3 ,26 ,1 ,2 ,0.5 ,– ,– ,7 ,– ,7 ,22 ,11 ,50% ,59% ,14 ,7 ,50% ,8 ,4 ,50% ,– ,– ,-,– ,3 ,,8.7 ,0.3 ,0.7 ,0.5 ,– ,– ,2.3 ,– ,2.3 ,7.3 ,3.7 ,50% ,59% ,4.7 ,2.3 ,50% ,2.7 ,1.3 ,50% ,– ,– ,-,– ,1.0 
,,Raptors Uprising GC,Detoxys,Regular Season,10 ,96 ,15 ,10 ,1.5 ,5 ,6 ,35 ,8 ,27 ,56 ,34 ,61% ,70% ,35 ,24 ,69% ,21 ,10 ,48% ,19 ,18 ,95% ,18 ,10 ,,9.6 ,1.5 ,1.0 ,1.5 ,0.5 ,0.6 ,3.5 ,0.8 ,2.7 ,5.6 ,3.4 ,61% ,70% ,3.5 ,2.4 ,69% ,2.1 ,1.0 ,48% ,1.9 ,1.8 ,95% ,1.8 ,1.0 
,,Raptors Uprising GC,Detoxys,Playoffs,1 ,2 ,– ,– ,– ,– ,– ,– ,– ,– ,1 ,1 ,100% ,100% ,1 ,1 ,100% ,– ,– ,-,– ,– ,-,– ,– ,,2.0 ,– ,– ,– ,– ,– ,– ,– ,– ,1.0 ,1.0 ,100% ,100% ,1.0 ,1.0 ,100% ,– ,– ,-,– ,– ,-,– ,– 
,,Raptors Uprising GC,Detoxys,Mid-Season Tournament 2,1 ,6 ,2 ,1 ,2.0 ,2 ,– ,5 ,2 ,3 ,7 ,3 ,43% ,43% ,5 ,3 ,60% ,2 ,– ,– ,– ,– ,-,– ,1 ,,6.0 ,2.0 ,1.0 ,2.0 ,2.0 ,– ,5.0 ,2.0 ,3.0 ,7.0 ,3.0 ,43% ,43% ,5.0 ,3.0 ,60% ,2.0 ,– ,– ,– ,– ,-,– ,1.0 
,,Raptors Uprising GC,Detoxys,Mid-Season Tournament 1,2 ,22 ,5 ,2 ,2.5 ,2 ,1 ,8 ,– ,8 ,11 ,8 ,73% ,91% ,6 ,4 ,67% ,5 ,4 ,80% ,2 ,2 ,100% ,1 ,4 ,,11.0 ,2.5 ,1.0 ,2.5 ,1.0 ,0.5 ,4.0 ,– ,4.0 ,5.5 ,4.0 ,73% ,91% ,3.0 ,2.0 ,67% ,2.5 ,2.0 ,80% ,1.0 ,1.0 ,100% ,0.5 ,2.0 
,,Mavs Gaming,Devillon,Tip Off,5 ,32 ,– ,– ,– ,– ,– ,3 ,3 ,– ,20 ,12 ,60% ,80% ,8 ,4 ,50% ,12 ,8 ,67% ,– ,– ,-,1 ,– ,,6.4 ,– ,– ,– ,– ,– ,0.6 ,0.6 ,– ,4.0 ,2.4 ,60% ,80% ,1.6 ,0.8 ,50% ,2.4 ,1.6 ,67% ,– ,– ,-,0.2 ,– 
,,Mavs Gaming,Devillon,Regular Season,7 ,56 ,– ,– ,– ,– ,– ,2 ,2 ,– ,38 ,21 ,55% ,74% ,13 ,7 ,54% ,25 ,14 ,56% ,– ,– ,-,1 ,– ,,8.0 ,– ,– ,– ,– ,– ,0.3 ,0.3 ,– ,5.4 ,3.0 ,55% ,74% ,1.9 ,1.0 ,54% ,3.6 ,2.0 ,56% ,– ,– ,-,0.1 ,– 
,,Mavs Gaming,Devillon,Mid-Season Tournament 2,2 ,10 ,– ,– ,– ,– ,– ,2 ,2 ,– ,8 ,4 ,50% ,63% ,4 ,2 ,50% ,4 ,2 ,50% ,– ,– ,-,– ,– ,,5.0 ,– ,– ,– ,– ,– ,1.0 ,1.0 ,– ,4.0 ,2.0 ,50% ,63% ,2.0 ,1.0 ,50% ,2.0 ,1.0 ,50% ,– ,– ,-,– ,– 
,,Mavs Gaming,Devillon,Mid-Season Tournament 1,2 ,12 ,– ,– ,– ,– ,– ,1 ,1 ,– ,11 ,5 ,45% ,55% ,6 ,3 ,50% ,5 ,2 ,40% ,– ,– ,-,– ,– ,,6.0 ,– ,– ,– ,– ,– ,0.5 ,0.5 ,– ,5.5 ,2.5 ,45% ,55% ,3.0 ,1.5 ,50% ,2.5 ,1.0 ,40% ,– ,– ,-,– ,– 
,,Mavs Gaming,Dimez,Tip Off,5 ,124 ,70 ,17 ,4.1 ,12 ,1 ,5 ,– ,5 ,84 ,54 ,64% ,67% ,79 ,50 ,63% ,5 ,4 ,80% ,13 ,12 ,92% ,20 ,16 ,,24.8 ,14.0 ,3.4 ,4.1 ,2.4 ,0.2 ,1.0 ,– ,1.0 ,16.8 ,10.8 ,64% ,67% ,15.8 ,10.0 ,63% ,1.0 ,0.8 ,80% ,2.6 ,2.4 ,92% ,4.0 ,3.2 
,,Mavs Gaming,Dimez,Regular Season,14 ,266 ,144 ,42 ,3.4 ,31 ,1 ,31 ,12 ,19 ,196 ,120 ,61% ,64% ,171 ,109 ,64% ,25 ,11 ,44% ,17 ,15 ,88% ,45 ,35 ,,19.0 ,10.3 ,3.0 ,3.4 ,2.2 ,0.1 ,2.2 ,0.9 ,1.4 ,14.0 ,8.6 ,61% ,64% ,12.2 ,7.8 ,64% ,1.8 ,0.8 ,44% ,1.2 ,1.1 ,88% ,3.2 ,2.5 
,,Mavs Gaming,Dimez,Mid-Season Tournament 2,2 ,77 ,11 ,11 ,1.0 ,4 ,2 ,13 ,5 ,8 ,53 ,35 ,66% ,66% ,53 ,35 ,66% ,– ,– ,-,10 ,7 ,70% ,13 ,5 ,,38.5 ,5.5 ,5.5 ,1.0 ,2.0 ,1.0 ,6.5 ,2.5 ,4.0 ,26.5 ,17.5 ,66% ,66% ,26.5 ,17.5 ,66% ,– ,– ,-,5.0 ,3.5 ,70% ,6.5 ,2.5 
,,Mavs Gaming,Dimez,Mid-Season Tournament 1,2 ,41 ,23 ,7 ,3.3 ,5 ,– ,– ,– ,– ,31 ,20 ,65% ,65% ,29 ,20 ,69% ,2 ,– ,– ,2 ,1 ,50% ,11 ,5 ,,20.5 ,11.5 ,3.5 ,3.3 ,2.5 ,– ,– ,– ,– ,15.5 ,10.0 ,65% ,65% ,14.5 ,10.0 ,69% ,1.0 ,– ,– ,1.0 ,0.5 ,50% ,5.5 ,2.5 
,,Pacers Gaming,FrostyTheTruth,Tip Off,5 ,30 ,4 ,1 ,4.0 ,1 ,3 ,14 ,2 ,12 ,21 ,11 ,52% ,71% ,6 ,3 ,50% ,15 ,8 ,53% ,– ,– ,-,1 ,8 ,,6.0 ,0.8 ,0.2 ,4.0 ,0.2 ,0.6 ,2.8 ,0.4 ,2.4 ,4.2 ,2.2 ,52% ,71% ,1.2 ,0.6 ,50% ,3.0 ,1.6 ,53% ,– ,– ,-,0.2 ,1.6 
,,Pacers Gaming,FrostyTheTruth,Regular Season,14 ,109 ,46 ,23 ,2.0 ,14 ,22 ,97 ,26 ,71 ,87 ,48 ,55% ,59% ,70 ,41 ,59% ,17 ,7 ,41% ,9 ,6 ,67% ,17 ,24 ,,7.8 ,3.3 ,1.6 ,2.0 ,1.0 ,1.6 ,6.9 ,1.9 ,5.1 ,6.2 ,3.4 ,55% ,59% ,5.0 ,2.9 ,59% ,1.2 ,0.5 ,41% ,0.6 ,0.4 ,67% ,1.2 ,1.7 
,,Pacers Gaming,FrostyTheTruth,Mid-Season Tournament 2,1 ,17 ,2 ,– ,– ,– ,– ,10 ,1 ,9 ,13 ,7 ,54% ,54% ,13 ,7 ,54% ,– ,– ,-,4 ,3 ,75% ,3 ,1 ,,17.0 ,2.0 ,– ,– ,– ,– ,10.0 ,1.0 ,9.0 ,13.0 ,7.0 ,54% ,54% ,13.0 ,7.0 ,54% ,– ,– ,-,4.0 ,3.0 ,75% ,3.0 ,1.0 
,,Pacers Gaming,FrostyTheTruth,Mid-Season Tournament 1,1 ,22 ,5 ,3 ,1.7 ,– ,– ,8 ,5 ,3 ,16 ,10 ,63% ,63% ,16 ,10 ,63% ,– ,– ,-,2 ,2 ,100% ,1 ,2 ,,22.0 ,5.0 ,3.0 ,1.7 ,– ,– ,8.0 ,5.0 ,3.0 ,16.0 ,10.0 ,63% ,63% ,16.0 ,10.0 ,63% ,– ,– ,-,2.0 ,2.0 ,100% ,1.0 ,2.0 
,,Bucks Gaming,Game6Drake,Tip Off,3 ,43 ,30 ,9 ,3.3 ,5 ,– ,4 ,– ,4 ,42 ,19 ,45% ,50% ,25 ,15 ,60% ,17 ,4 ,24% ,1 ,1 ,100% ,6 ,11 ,,14.3 ,10.0 ,3.0 ,3.3 ,1.7 ,– ,1.3 ,– ,1.3 ,14.0 ,6.3 ,45% ,50% ,8.3 ,5.0 ,60% ,5.7 ,1.3 ,24% ,0.3 ,0.3 ,100% ,2.0 ,3.7 
,,Bucks Gaming,Game6Drake,Regular Season,14 ,214 ,130 ,44 ,3.0 ,14 ,– ,9 ,2 ,7 ,156 ,84 ,54% ,65% ,82 ,49 ,60% ,74 ,35 ,47% ,11 ,11 ,100% ,35 ,39 ,,15.3 ,9.3 ,3.1 ,3.0 ,1.0 ,– ,0.6 ,0.1 ,0.5 ,11.1 ,6.0 ,54% ,65% ,5.9 ,3.5 ,60% ,5.3 ,2.5 ,47% ,0.8 ,0.8 ,100% ,2.5 ,2.8 
,,Bucks Gaming,Game6Drake,Mid-Season Tournament 2,2 ,50 ,10 ,7 ,1.4 ,2 ,– ,9 ,2 ,7 ,46 ,25 ,54% ,54% ,46 ,25 ,54% ,– ,– ,-,2 ,– ,– ,6 ,9 ,,25.0 ,5.0 ,3.5 ,1.4 ,1.0 ,– ,4.5 ,1.0 ,3.5 ,23.0 ,12.5 ,54% ,54% ,23.0 ,12.5 ,54% ,– ,– ,-,1.0 ,– ,– ,3.0 ,4.5 
,,Bucks Gaming,Game6Drake,Mid-Season Tournament 1,1 ,18 ,3 ,2 ,1.5 ,1 ,– ,– ,– ,– ,7 ,6 ,86% ,129% ,– ,– ,-,7 ,6 ,86% ,– ,– ,-,– ,1 ,,18.0 ,3.0 ,2.0 ,1.5 ,1.0 ,– ,– ,– ,– ,7.0 ,6.0 ,86% ,129% ,– ,– ,-,7.0 ,6.0 ,86% ,– ,– ,-,– ,1.0 
,,Cavs Legion GC,Godddof2k,Tip Off,5 ,52 ,12 ,4 ,3.0 ,5 ,– ,5 ,– ,5 ,38 ,20 ,53% ,62% ,19 ,13 ,68% ,19 ,7 ,37% ,5 ,5 ,100% ,4 ,8 ,,10.4 ,2.4 ,0.8 ,3.0 ,1.0 ,– ,1.0 ,– ,1.0 ,7.6 ,4.0 ,53% ,62% ,3.8 ,2.6 ,68% ,3.8 ,1.4 ,37% ,1.0 ,1.0 ,100% ,0.8 ,1.6 
,,Cavs Legion GC,Godddof2k,Regular Season,14 ,220 ,23 ,20 ,1.2 ,33 ,16 ,81 ,19 ,62 ,164 ,99 ,60% ,62% ,159 ,95 ,60% ,5 ,4 ,80% ,20 ,18 ,90% ,20 ,38 ,,15.7 ,1.6 ,1.4 ,1.2 ,2.4 ,1.1 ,5.8 ,1.4 ,4.4 ,11.7 ,7.1 ,60% ,62% ,11.4 ,6.8 ,60% ,0.4 ,0.3 ,80% ,1.4 ,1.3 ,90% ,1.4 ,2.7 
,,Cavs Legion GC,Godddof2k,Playoffs,4 ,44 ,2 ,– ,– ,5 ,– ,1 ,– ,1 ,26 ,17 ,65% ,79% ,17 ,10 ,59% ,9 ,7 ,78% ,3 ,3 ,100% ,3 ,7 ,,11.0 ,0.5 ,– ,– ,1.3 ,– ,0.3 ,– ,0.3 ,6.5 ,4.3 ,65% ,79% ,4.3 ,2.5 ,59% ,2.3 ,1.8 ,78% ,0.8 ,0.8 ,100% ,0.8 ,1.8 
,,Cavs Legion GC,Godddof2k,Mid-Season Tournament 2,3 ,18 ,3 ,2 ,1.5 ,7 ,3 ,25 ,6 ,19 ,16 ,8 ,50% ,53% ,11 ,7 ,64% ,5 ,1 ,20% ,2 ,1 ,50% ,– ,8 ,,6.0 ,1.0 ,0.7 ,1.5 ,2.3 ,1.0 ,8.3 ,2.0 ,6.3 ,5.3 ,2.7 ,50% ,53% ,3.7 ,2.3 ,64% ,1.7 ,0.3 ,20% ,0.7 ,0.3 ,50% ,– ,2.7 
,,Cavs Legion GC,Godddof2k,Mid-Season Tournament 1,1 ,18 ,5 ,1 ,5.0 ,– ,1 ,6 ,3 ,3 ,13 ,7 ,54% ,54% ,13 ,7 ,54% ,– ,– ,-,6 ,4 ,67% ,4 ,1 ,,18.0 ,5.0 ,1.0 ,5.0 ,– ,1.0 ,6.0 ,3.0 ,3.0 ,13.0 ,7.0 ,54% ,54% ,13.0 ,7.0 ,54% ,– ,– ,-,6.0 ,4.0 ,67% ,4.0 ,1.0 
,,Knicks Gaming,Goofy757,Tip Off,3 ,54 ,10 ,7 ,1.4 ,5 ,1 ,21 ,6 ,15 ,38 ,22 ,58% ,61% ,28 ,20 ,71% ,10 ,2 ,20% ,9 ,8 ,89% ,7 ,9 ,,18.0 ,3.3 ,2.3 ,1.4 ,1.7 ,0.3 ,7.0 ,2.0 ,5.0 ,12.7 ,7.3 ,58% ,61% ,9.3 ,6.7 ,71% ,3.3 ,0.7 ,20% ,3.0 ,2.7 ,89% ,2.3 ,3.0 
,,Knicks Gaming,Goofy757,Regular Season,14 ,320 ,40 ,25 ,1.6 ,27 ,14 ,145 ,73 ,72 ,219 ,146 ,67% ,67% ,217 ,146 ,67% ,2 ,– ,– ,30 ,28 ,93% ,23 ,27 ,,22.9 ,2.9 ,1.8 ,1.6 ,1.9 ,1.0 ,10.4 ,5.2 ,5.1 ,15.6 ,10.4 ,67% ,67% ,15.5 ,10.4 ,67% ,0.1 ,– ,– ,2.1 ,2.0 ,93% ,1.6 ,1.9 
,,Knicks Gaming,Goofy757,Playoffs,4 ,93 ,8 ,7 ,1.1 ,3 ,12 ,55 ,24 ,31 ,59 ,44 ,75% ,75% ,59 ,44 ,75% ,– ,– ,-,8 ,5 ,63% ,5 ,9 ,,23.3 ,2.0 ,1.8 ,1.1 ,0.8 ,3.0 ,13.8 ,6.0 ,7.8 ,14.8 ,11.0 ,75% ,75% ,14.8 ,11.0 ,75% ,– ,– ,-,2.0 ,1.3 ,63% ,1.3 ,2.3 
,,Knicks Gaming,Goofy757,Mid-Season Tournament 2,4 ,68 ,21 ,7 ,3.0 ,9 ,5 ,50 ,24 ,26 ,53 ,31 ,59% ,59% ,53 ,31 ,59% ,– ,– ,-,12 ,6 ,50% ,12 ,2 ,,17.0 ,5.3 ,1.8 ,3.0 ,2.3 ,1.3 ,12.5 ,6.0 ,6.5 ,13.3 ,7.8 ,59% ,59% ,13.3 ,7.8 ,59% ,– ,– ,-,3.0 ,1.5 ,50% ,3.0 ,0.5 
,,Knicks Gaming,Goofy757,Mid-Season Tournament 1,3 ,60 ,2 ,8 ,0.3 ,7 ,2 ,29 ,12 ,17 ,39 ,24 ,62% ,64% ,36 ,22 ,61% ,3 ,2 ,67% ,12 ,10 ,83% ,9 ,4 ,,20.0 ,0.7 ,2.7 ,0.3 ,2.3 ,0.7 ,9.7 ,4.0 ,5.7 ,13.0 ,8.0 ,62% ,64% ,12.0 ,7.3 ,61% ,1.0 ,0.7 ,67% ,4.0 ,3.3 ,83% ,3.0 ,1.3 
,,Knicks Gaming,Goofy757,Finals,2 ,30 ,13 ,4 ,3.3 ,– ,1 ,23 ,15 ,8 ,22 ,15 ,68% ,68% ,21 ,15 ,71% ,1 ,– ,– ,3 ,– ,– ,2 ,1 ,,15.0 ,6.5 ,2.0 ,3.3 ,– ,0.5 ,11.5 ,7.5 ,4.0 ,11.0 ,7.5 ,68% ,68% ,10.5 ,7.5 ,71% ,0.5 ,– ,– ,1.5 ,– ,– ,1.0 ,0.5 
,,Blazers Gaming,GrantMonster,Tip Off,6 ,29 ,1 ,1 ,1.0 ,4 ,1 ,3 ,– ,3 ,14 ,10 ,71% ,104% ,1 ,1 ,100% ,13 ,9 ,69% ,– ,– ,-,1 ,1 ,,4.8 ,0.2 ,0.2 ,1.0 ,0.7 ,0.2 ,0.5 ,– ,0.5 ,2.3 ,1.7 ,71% ,104% ,0.2 ,0.2 ,100% ,2.2 ,1.5 ,69% ,– ,– ,-,0.2 ,0.2 
,,Blazers Gaming,GrantMonster,Regular Season,13 ,107 ,14 ,6 ,2.3 ,6 ,1 ,7 ,1 ,6 ,61 ,37 ,61% ,84% ,19 ,9 ,47% ,42 ,28 ,67% ,5 ,5 ,100% ,4 ,9 ,,8.2 ,1.1 ,0.5 ,2.3 ,0.5 ,0.1 ,0.5 ,0.1 ,0.5 ,4.7 ,2.8 ,61% ,84% ,1.5 ,0.7 ,47% ,3.2 ,2.2 ,67% ,0.4 ,0.4 ,100% ,0.3 ,0.7 
,,Blazers Gaming,GrantMonster,Mid-Season Tournament 2,1 ,12 ,1 ,– ,– ,1 ,– ,– ,– ,– ,5 ,4 ,80% ,120% ,1 ,– ,– ,4 ,4 ,100% ,– ,– ,-,– ,– ,,12.0 ,1.0 ,– ,– ,1.0 ,– ,– ,– ,– ,5.0 ,4.0 ,80% ,120% ,1.0 ,– ,– ,4.0 ,4.0 ,100% ,– ,– ,-,– ,– 
